rank,smiles,score,mmgbsa,posebusters_valid,pose_file
1,C#CC1CCCN(C(=O)c2cccc(CN3C(=O)c4ccccc4C3=O)c2)C1,-9.600,,,
2,C#CC1CCN(C(=O)c2ccc3c(c2)C(=O)N(Cc2ccccc2)C3=O)CC1,-9.400,,,
3,N#C[C@@H]1CCN(C(=O)c2cccc(CN3C(=O)c4ccccc4C3=O)c2)C1,-9.300,,,
4,C[C@H]1CC(=O)CCN1C(=O)c1cccc(CN2C(=O)c3ccccc3C2=O)c1,-9.100,,,
5,Cc1ccc(NC(=O)c2cccc(CN3C(=O)c4ccccc4C3=O)c2)nc1C,-9.100,,,
6,C#CC1CCN(C(=O)Nc2cccc(CN3C(=O)c4ccccc4C3=O)c2)CC1,-8.900,,,
7,C[C@H](NC(=O)c1cccc(CN2C(=O)c3ccccc3C2=O)c1)c1ccccn1,-8.900,,,
8,CC[C@@H]1COCCN1C(=O)c1cccc(CN2C(=O)c3ccccc3C2=O)c1,-8.800,,,
9,Cc1ccc(CNC(=O)c2cccc(CN3C(=O)c4ccccc4C3=O)c2)s1,-8.800,,,
10,O=C1c2ccc(C(=O)N3CCOC[C@@H]3CO)cc2C(=O)N1Cc1ccccc1,-8.700,,,
11,Cc1ccnc(C)c1NC(=O)c1cccc(CN2C(=O)c3ccccc3C2=O)c1,-8.700,,,
12,O=C(Nc1cc(O)cc(O)c1)c1cccc(CN2C(=O)c3ccccc3C2=O)c1,-8.700,,,
13,C#CC1CCN(C(=O)c2ccc(CN3C(=O)c4ccccc4C3=O)cc2)CC1,-8.700,,,
14,O=C(NCc1ncccn1)c1cccc(CN2C(=O)c3ccccc3C2=O)c1,-8.700,,,
15,C[C@H]1CC(=O)CCN1C(=O)c1ccc2c(c1)C(=O)N(Cc1cccnc1)C2=O,-8.700,,,
16,C=CCN(C(=O)Nc1cccc2c(C)ccnc12)c1ccc(C(=O)O)cc1,-8.600,,,
17,C[N+](C)=c1ccc2nc3ccc(NC(=O)c4cc(F)cc(F)c4F)cc3sc-2c1,-8.500,,,
18,C[C@H]1CC(=O)CCN1C(=O)c1ccc2c(c1)C(=O)N(Cc1ccccc1)C2=O,-8.500,,,
19,O=C(Nc1ccc2nc(N3CCOCC3)sc2c1)c1cc(F)cc(F)c1F,-8.400,,,
20,Cc1ccc2ccccc2c1NC(=O)C(=O)NCc1ccccn1,-8.300,,,
