rank,smiles,score,mmgbsa,posebusters_valid,pose_file
1,Cc1ccc(F)c(-c2cccc(C(=O)Nc3nc4ncccc4cc3C#N)c2)c1,-11.000,,,
2,Cc1ccc(F)c(-c2cccc(C(=O)Nc3nc4ccccc4cc3C(N)=O)c2)c1,-10.900,,,
3,Cc1ccc(F)c(-c2cccc(C(=O)Nc3nc(C)ccc3C(N)=O)c2)c1,-10.200,,,
4,Cc1cccc(-c2cc(C(=O)Nc3nccc4cccnc34)ccc2F)c1,-10.100,,,
5,CC(=O)c1cccc(-c2ccc(C(=O)Nc3nc4ncccc4cc3C#N)cc2F)c1,-10.000,,,
6,Cc1cccc(-c2ccc(C(=O)Nc3ccccc3C(N)=O)cc2C)c1,-10.000,,,
7,Cc1cccc(-c2cc(C(=O)Nc3[nH]nc4ncccc34)ccc2F)c1,-10.000,,,
8,Cc1cccc(-c2cc(C(=O)Nc3cc(O)ccc3C(N)=O)ccc2F)c1,-9.900,,,
9,Cc1cccc(-c2ccc(C(=O)Nc3nc(C)ccc3C(N)=O)cc2F)c1,-9.800,,,
10,Cc1cccc(-c2ccc(C(=O)Nc3c(C(N)=O)ccnc3Cl)cc2F)c1,-9.800,,,
11,Cc1cccc(-c2cc(C(=O)Nc3cccnc3C#N)ccc2F)c1,-9.700,,,
12,Cc1cccc(-c2cc(C(=O)Nc3nc4ncccc4o3)ccc2F)c1,-9.700,,,
13,Cc1ccc(F)c(-c2cccc(C(=O)Nc3c(Cl)[nH]cnc3=O)c2)c1,-9.500,,,
14,Cc1cccc(-c2ccc(C(=O)Nc3nccnc3C(N)=O)cc2F)c1,-9.500,,,
15,Cc1ccc(F)c(-c2cccc(C(=O)Nc3sncc3C(N)=O)c2)c1,-9.300,,,
16,Cc1ccc(F)c(-c2cccc(C(=O)Nc3cnc(Cl)nc3C)c2)c1,-9.200,,,
17,Cc1cccc(-c2ccc(C(=O)N[C@@H](C)c3ccccn3)cc2F)c1,-9.200,,,
18,Cc1cccc(-c2cc(C(=O)Nc3ccnc(N(C)C)n3)ccc2F)c1,-9.200,,,
19,Cc1cccc(-c2ccc(C(=O)Nc3cnc(Cl)nc3C)cc2F)c1,-9.100,,,
20,N#Cc1cccc(-c2cc(C(=O)NCc3ncccn3)ccc2F)c1,-9.000,,,
