rank,smiles,score,mmgbsa,posebusters_valid,pose_file
336,CC(C)(C(=O)N1C[C@H]2CC[C@@H](C1)[C@H]2O)c1ccc(CCO)cc1,-6.600,,,
337,CC1(C)CCC(NC(=O)c2ccc(Br)o2)CC1,-6.600,,,
338,CCN1CCCN(C(=O)N[C@@H]2COc3cc(F)ccc32)CC1,-6.600,,,
339,COc1ccc(C(=O)N2CCC(NC(C)=O)CC2)cc1I,-6.600,,,
340,OCC(NC(=S)Nc1nccc(Cl)c1I)c1cccnc1,-6.600,,,
341,CCN1CCCC1CNC(=S)N1CCN(C(C)c2ccccc2)CC1,-6.600,,,
342,CCOC(=O)C1CCN(C(=O)Cc2coc3cc(OC)ccc23)C1,-6.600,,,
343,COc1c(Br)cc(NC(=S)NCC2CCCOC2)cc1Br,-6.600,,,
344,COc1cc(COc2ccc(C)nc2[N+](=O)[O-])cc(OC)c1OC,-6.600,,,
345,O=C1COC(CNC(=O)c2ccc(Br)cc2Br)CN1,-6.500,,,
346,CCOC(=O)CCCCNC(=O)c1cc2cc(OC)ccc2s1,-6.500,,,
347,COC(=O)[C@H](NC(=O)N(C)CCc1ccc(OC)c(OC)c1)c1ccc(Cl)cc1,-6.500,,,
348,CC1(CO)CCN(C(=S)NCc2ccc(Cl)nc2)CC1,-6.500,,,
349,O=C(c1ccc(Cl)nc1F)N1CC[C@@H](N2CCOCC2)C1,-6.500,,,
350,CCOc1cnc(Nc2cc(C)cnc2OCC(C)C)nc1,-6.500,,,
351,CC[C@@H](NC(=O)CCCNC(=O)c1cnccn1)C(F)(F)F,-6.500,,,
352,Cc1cn(C)c2cc(NC(=S)NCC(F)(F)CO)ccc12,-6.500,,,
353,COC(=O)COc1cccc(CNC(=S)N2C[C@@H](C)O[C@H](C)C2)c1,-6.500,,,
354,COC(=O)c1cc(F)c(NC(=S)NC(c2ncccc2C)C2CC2)c(Br)c1,-6.500,,,
355,COc1ccc(C(=O)N[C@H]2CC[C@H](CC#N)CC2)c(OC(F)(F)F)c1,-6.500,,,
356,OC[C@@H](NC(=S)NC1CCC(F)(F)CC1)c1ccccc1F,-6.500,,,
357,Cc1ccccc1OCCCNC(=O)c1c(F)cccc1F,-6.500,,,
358,CN(C)CCOc1ccc(C(=O)NCCC2CCCC2)cc1,-6.500,,,
359,COc1cccc(C=O)c1NC(=S)Nc1nc(C)c(Br)c(C)n1,-6.500,,,
360,COc1ccc(CCCC(=O)N2CCCOc3ccccc32)cc1,-6.500,,,
361,CN(CCNC(=S)N1CCCC1c1ccco1)Cc1ccccc1C#N,-6.500,,,
362,COc1c(I)ccc(C(=O)NCCN2CCN(C)CC2)c1F,-6.500,,,
363,S=C(NCc1ccc(Br)o1)N1CCC(CN2CCOCC2)CC1,-6.400,,,
364,CCOC(=O)[C@H]1CCN(C(=O)Cc2ccc(OC)cc2C#N)C1,-6.400,,,
365,COC(=O)c1scc(-c2ccc(SC)cc2F)c1F,-6.400,,,
366,COC(=O)C(Cc1ccccn1)Nc1cccc(C(C)=O)c1OC,-6.400,,,
367,COc1ccc(Br)c(C(=O)N2CC[C@@H](N3CCCC3)C2)n1,-6.400,,,
368,CCOc1cccc(C=O)c1OCC(=O)N1CCN(S(=O)(=O)C(C)C)CC1,-6.400,,,
369,FC(F)(F)COc1ccc(NC[N+]23CCN(CC2)CC3)cn1,-6.400,,,
370,CC(=O)c1ccncc1NC(=S)N[C@@H]1CC[C@@H](C(=O)O)C1,-6.300,,,
371,O=C1CC2COCC(C1)N2C(=S)NCCOc1ccccc1Cl,-6.300,,,
372,CCOC(=O)C1CCCN(C(=O)NCCCn2ccnc2C)C1,-6.300,,,
373,CCOC(=O)C1CN(C(=O)c2cc(O)cc(Br)c2)CCO1,-6.300,,,
374,CCC1(O)CCN(C(=O)Cc2ccnc(Br)c2)CC1,-6.300,,,
375,Cn1nccc1NC(=S)NCCn1nnc2ccccc21,-6.300,,,
376,CCN(CC(=O)OC)C(=O)NCc1ccc(Br)c2ccccc12,-6.300,,,
377,CC(C(=O)O)C(NC(=O)N(C)CCC(=O)c1cccs1)C(=O)O,-6.200,,,
378,CCN(CC)CCCC(C)NC(=O)c1cc(F)cc(I)c1,-6.200,,,
379,CCOC(=O)c1c(F)cc(F)cc1NC(=O)COC(C)=O,-6.200,,,
380,CN(C(=S)NCc1ccccc1Cl)c1ncncc1Cl,-6.200,,,
381,O=C(NC1CN(CCCF)C1)c1cnccc1C(F)(F)F,-6.200,,,
382,CCOc1cccc(NC(=S)N2CCc3cccc(C(=O)OC)c32)n1,-6.200,,,
383,CC(C)[C@@H](CC(=O)O)NC(=S)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21,-6.200,,,
384,Oc1ccc(Br)cc1CNC(=S)NCCCn1ccnc1,-6.200,,,
385,O=C(c1cc(Br)cc([N+](=O)[O-])c1O)N1CCCC[C@H]1CO,-6.200,,,
386,CCOc1ccc(C(=O)N[C@@H](C(C)C)C(C)(C)O)c(F)c1F,-6.100,,,
387,COC(=O)CCN(C(=O)c1coc(Br)c1)C1CCCC1,-6.100,,,
388,C[C@H](NC(=O)c1ccc(Br)cc1S(C)(=O)=O)C(C)(C)C,-6.100,,,
389,COc1nc(Cl)ccc1CNC(=O)NCCC(C)(C)O,-6.100,,,
390,COc1ccc(CNc2ccnc(Cl)c2I)cc1F,-6.100,,,
391,CCOC(=O)C(CCSC)NC(=O)CN1C(=O)c2ccccc2C1=O,-6.000,,,
392,COCC(COC)NC(=O)NCc1ccc(C)c(Br)c1,-6.000,,,
393,OC[C@H](NC(=S)Nc1cc(I)c(F)cn1)C1CCCCC1,-6.000,,,
394,CN(C(=S)Nc1ccccc1S(=O)(=O)O)c1ncncc1Cl,-5.900,,,
395,CN1CCC2CN(C(=O)c3cc(Br)sc3Br)CC21,-5.900,,,
396,COc1cc(C(=O)NCCS(=O)(=O)NC(C)C)ccc1Cl,-5.800,,,
397,O=C(N[C@H]1C[C@@H](CO)C1)c1c(Cl)cccc1I,-5.600,,,
398,COCC(O)CNC(=O)c1c(Cl)ccc(Cl)c1OC,-5.400,,,
399,CCOC(=O)[C@@H]1CSCN1C(=O)NCc1csc(C)n1,-5.200,,,
