smiles,combo_reward,acid_reward,amine_reward,novel,makeable,price_usd,acid,amine
CO[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)c1cccc(C(=O)c2ccccc2)c1,15.52,8.37,7.15,True,True,125,O=C(O)c1cccc(C(=O)c2ccccc2)c1,CO[C@H]1C[C@H]2CC[C@@H](C1)N2
COC1CC2CCC(C1)N2C(=O)c1cnc(NCc2ccc(C(=O)c3ccccc3)cc2)s1,15.5,8.2,7.3,True,False,,O=C(c1ccccc1)c1ccc(CNc2ncc(C(=O)O)s2)cc1,COC1CC2CCC(C1)N2
O=C(Nc1ccc(CO)cc1)C1CCN(Cc2ccccc2)C1,15.5,7.1,8.4,True,True,375,O=C(O)C1CCN(Cc2ccccc2)C1,Nc1ccc(CO)cc1
CO[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)Cc1cnc(NC(=O)c2cccc(C(=O)c3ccccc3)c2)s1,15.45,8.3,7.15,True,False,,O=C(O)Cc1cnc(NC(=O)c2cccc(C(=O)c3ccccc3)c2)s1,CO[C@H]1C[C@H]2CC[C@@H](C1)N2
O=C(NCc1ncccn1)C1CCCN(Cc2ccccc2)C1,15.45,7.35,8.1,True,True,375,O=C(O)C1CCCN(Cc2ccccc2)C1,NCc1ncccn1
COC(=O)c1cnc(NC(=O)C2CCCN(Cc3ccccc3)C2)s1,15.45,7.35,8.1,True,True,375,O=C(O)C1CCCN(Cc2ccccc2)C1,COC(=O)c1cnc(N)s1
CCc1cnc(NC(=O)C2CCN(Cc3ccccc3)C2)s1,15.4,7.1,8.3,True,True,375,O=C(O)C1CCN(Cc2ccccc2)C1,CCc1cnc(N)s1
CO[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)c1cnc(NCc2ccc(C(=O)c3ccccc3)cc2)s1,15.35,8.2,7.15,True,False,,O=C(c1ccccc1)c1ccc(CNc2ncc(C(=O)O)s2)cc1,CO[C@H]1C[C@H]2CC[C@@H](C1)N2
COC1CC2CCC(C1)N2C(=O)Cc1cccc(C(=O)c2ccccc2)c1,15.35,8.05,7.3,True,True,125,O=C(O)Cc1cccc(C(=O)c2ccccc2)c1,COC1CC2CCC(C1)N2
COC1CC2CCC(C1)N2C(=O)c1cnc(NCc2cccc(C(=O)c3ccccc3)c2)s1,15.3,8.0,7.3,True,False,,O=C(c1ccccc1)c1cccc(CNc2ncc(C(=O)O)s2)c1,COC1CC2CCC(C1)N2
O=Cc1cnc(NC(=O)C2CCN(Cc3ccccc3)C2)s1,15.3,7.1,8.2,True,True,375,O=C(O)C1CCN(Cc2ccccc2)C1,Nc1ncc(C=O)s1
CO[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)Cc1cccc(C(=O)c2ccccc2)c1,15.2,8.05,7.15,True,True,125,O=C(O)Cc1cccc(C(=O)c2ccccc2)c1,CO[C@H]1C[C@H]2CC[C@@H](C1)N2
O=C(NCc1ncccn1)C1CCN(Cc2ccccc2)C1,15.2,7.1,8.1,True,True,375,O=C(O)C1CCN(Cc2ccccc2)C1,NCc1ncccn1
COC(=O)c1cnc(NC(=O)C2CCN(Cc3ccccc3)C2)s1,15.2,7.1,8.1,True,True,375,O=C(O)C1CCN(Cc2ccccc2)C1,COC(=O)c1cnc(N)s1
CO[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)c1cnc(NCc2cccc(C(=O)c3ccccc3)c2)s1,15.15,8.0,7.15,True,False,,O=C(c1ccccc1)c1cccc(CNc2ncc(C(=O)O)s2)c1,CO[C@H]1C[C@H]2CC[C@@H](C1)N2
COC1CC2CCC(C1)N2C(=O)C1CCCN(Cc2ccccc2)C1,14.65,7.35,7.3,False,True,125,O=C(O)C1CCCN(Cc2ccccc2)C1,COC1CC2CCC(C1)N2
CO[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)C1CCCN(Cc2ccccc2)C1,14.5,7.35,7.15,True,True,125,O=C(O)C1CCCN(Cc2ccccc2)C1,CO[C@H]1C[C@H]2CC[C@@H](C1)N2
COC1CC2CCC(C1)N2C(=O)C1CCN(Cc2ccccc2)C1,14.4,7.1,7.3,False,True,125,O=C(O)C1CCN(Cc2ccccc2)C1,COC1CC2CCC(C1)N2
CO[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)C1CCN(Cc2ccccc2)C1,14.25,7.1,7.15,True,True,125,O=C(O)C1CCN(Cc2ccccc2)C1,CO[C@H]1C[C@H]2CC[C@@H](C1)N2
