rank,smiles,score,mmgbsa,posebusters_valid,pose_file
1,Cc1ccc(C)c(-c2cc(C(=O)O)c3cc(C)ccc3n2)c1,-9.100,,,
2,Cc1ccc(-c2cc(C(=O)O)c3cc(NCc4ncccn4)ccc3n2)c(C)c1,-8.500,,,
3,Cc1ccc(-c2cc(C(=O)NCc3ncccn3)c3cc(C)ccc3n2)c(C)c1,-8.400,,,
4,O=C(O)c1cc(-c2cc(C(=O)O)c3ccccc3n2)nc2ccccc12,-8.200,,,
5,O=C(O)c1cc(-c2ccc(Nc3cc(O)cc(O)c3)cc2)nc2ccccc12,-8.200,,,
6,O=C(O)c1ccnc2ccc(NC34CC5CC(CC(O)(C5)C3)C4)cc12,-8.200,,,
7,CC(C)(NC(=O)NCc1ccccc1Cl)c1ccccc1,-7.900,,,
8,O=C(O)c1nc(-c2ccccc2)nc2ccccc12,-7.800,,,
9,O=C(O)c1ccnc2ccc(NC34CCC(C(=O)O)(CC3)CC4)cc12,-7.700,,,
10,Cc1ccc2nc(-c3ccccn3)cc(C(=O)O)c2c1,-7.700,,,
11,Cc1ccnc(C)c1Nc1ccc2nccc(C(=O)O)c2c1,-7.700,,,
12,O=C(O)c1ccc(Nc2ccnc3cc(F)ccc23)cc1,-7.700,,,
13,O=C(O)Cc1ccc(-c2cc(F)cc(Cl)c2)cc1,-7.600,,,
14,Cc1ccc2nc(-c3cccnc3)cc(C(=O)O)c2c1,-7.600,,,
15,CCc1ccc(-c2cc(C(=O)O)c3cc(C)ccc3n2)s1,-7.600,,,
16,Cc1ccc2nc(-c3ccncc3)cc(C(=O)O)c2c1,-7.500,,,
17,O=C(O)c1ccc(C(=O)Nc2ccccc2)cc1,-7.500,,,
18,O=C(O)c1ccc(-n2c3ccccc3c3ccccc32)cc1,-7.500,,,
19,O=C(O)c1ccc(Nc2ncnc3ccccc23)cc1,-7.400,,,
20,Cc1ccc2nc(-c3ccc(C)o3)cc(C(=O)O)c2c1,-7.400,,,
